"record_id"	"protein_name"	"gene_symbol"	"UniProt_ID"	"assay_target_name"	"assay_target_ID"	"proteomic_platform"	"protein_form_or_isoform"	"disease"	"disease_subtype"	"outcome_definition"	"source_study_first_author"	"publication_year"	"journal"	"PMID"	"DOI"	"publication_status"	"pQTL_source"	"pQTL_sample_size"	"ancestry"	"cis_trans_status"	"instrument_definition"	"instrument_SNPs"	"MR_method"	"beta_or_logOR"	"SE"	"OR"	"CI_lower"	"CI_upper"	"P_value"	"multiple_testing_method"	"corrected_significance"	"colocalization_method"	"PP_H4"	"SMR_P"	"HEIDI_P"	"replication_dataset"	"replication_status"	"effect_direction"	"outcome_GWAS"	"overlap_with_primary_outcome_GWAS"	"same_outcome_reanalysis"	"evidence_tier"	"high_complexity_locus"	"assay_cross_reactivity_risk"	"inclusion_status"	"exclusion_reason"	"APOE_rs429358_alpha_available"	"APOE_rs7412_alpha_available"	"alpha_source"	"eligible_for_two_step_MR"	"manual_verification_status"	"notes"	"source_table_file"	"source_sheet"	"source_row"	"beta_source_type"	"mapping_confidence"	"evidence_independence"	"duplicate_group"	"allele_harmonization_status"	"derived_field_notes"
"EVID_40037332_GNPNAT1_dcd35a6c7de5"	"GNPNAT1"	"GNPNAT1"	"Q96EK6"	"GNPNAT1"	"13954_9"	"SomaScan"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"SomaScan"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs78459273"	"Wald ratio using lead cis-pQTL"	"0.506172839506172"	"0.137701804368471"	"1.6589300386213628"	"1.2665254727176212"	"2.1729123750942994"	"0.00023704757957985"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.00655187347670294"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"1919"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_GRN_caf5af7a4496"	"GRN"	"GRN"	"P28799"	"GRN"	"4992_49"	"SomaScan"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"SomaScan"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs5848"	"Wald ratio using lead cis-pQTL"	"-0.296738631143775"	"0.0422599908130454"	"0.7432382463078221"	"0.6841567553434321"	"0.8074218173836962"	"2.19123382346902e-12"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.999999952829342"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier1"	"false"	"assay_specific_review_required"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\GRN_P28799_OID21159_v1_Neurology.tar"	"true"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"1900"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_GRN_00ec049bf100"	"GRN"	"GRN"	"P28799"	"GRN"	"OID21159"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs5848"	"Wald ratio using lead cis-pQTL"	"-0.258075856723954"	"0.0367538371805012"	"0.7725366277864719"	"0.7188422282065946"	"0.8302417663478867"	"2.19123382346901e-12"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.999999938414477"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier1"	"false"	"assay_specific_review_required"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\GRN_P28799_OID21159_v1_Neurology.tar"	"true"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"13"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40050982_GRN_b5b12903cb78"	"GRN"	"GRN"	"P28799"	"GRN"	"P28799"	"UKB-PPP Olink"	"UniProt-mapped protein"	"AD"	"AD"	"Bellenguez et al. 2022 AD discovery; FinnGen R11 replication"	"Zhan H"	"2025"	"Journal of translational medicine"	"40050982"	"10.1186/s12967-025-06317-5"	"peer_reviewed"	"UKB-PPP cis-pQTL"	"34557 European participants"	"European"	"cis_pQTL"	"cis-pQTL; discovery MR with Bellenguez AD; FinnGen R11 outcome replication"	"rs5848"	"Wald ratio"	"-0.2613647641344075"	"not_reported_directly"	"0.77"	"0.72"	"0.83"	"2.191233823469e-12"	"Benjamini-Hochberg FDR in discovery; P<0.00208 replication threshold"	"true"	"coloc.abf in discovery and replication"	"1.0"	"not_reported"	"not_reported"	"FinnGen R11 AD"	"independent_outcome_replication_corrected_same_direction"	"higher_protein_lower_risk"	"Bellenguez 2022 discovery; FinnGen R11 replication"	"Bellenguez_partially_overlaps_Wightman_components; FinnGen_independent_of_primary_AD_outcome_GWAS"	"partially_overlapping_discovery_with_independent_outcome_replication"	"Tier1"	"false"	"Olink assay review required"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\GRN_P28799_OID21159_v1_Neurology.tar"	"true"	"full_text_and_source_table_verified"	"Replication P=2.43169500324937e-15; replication PP.H4=1.0."	"data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx"	"Table S2"	"12"	"published_beta"	"high"	"independent_outcome_replication"	"AD_UKB_PPP_Bellenguez_FinnGen"	"not_applicable_to_published_beta"	"logOR derived from rounded reported OR; not eligible for mediation beta"
"PMID40452368_deCODE_GRN"	"GRN"	"GRN"	"not_reported"	"GRN"	"not_reported"	"deCODE SomaScan"	"assay_specific_target"	"AD"	"AD"	"AD GWAS"	"Yu K"	"2025"	"Journal of Alzheimer's Disease"	"40452368"	"10.1177/13872877251344572"	"peer_reviewed"	"deCODE"	"not_reported"	"European"	"mixed_or_not_explicitly_cis_only"	"not_reported"	"not_reported"	"study-reported MR"	"-0.29673896254203685"	"not_reported"	"0.743238"	"0.68"	"0.81"	"2.19e-12"	"study Bonferroni threshold"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"published AD GWAS"	"partially_overlapping_or_related"	"false"	"Tier2"	"FALSE"	"platform_mapping_required"	"literature_source_universe_tier2"	"published_cross_platform_beta_not_same_assay_primary_analysis_beta;highest_tier_requires_colocalization_or_replication_review"	"false"	"false"	"not_reported"	"false"	"full_text_and_source_table_verified"	"Study-Bonferroni-significant protein-outcome association; same dataset reports GRN/CR1 colocalization support."	"PMID40452368_supp5.xlsx"	"Supplemental Table 3"	"9"	"published_beta"	"moderate"	"partially_overlapping"	"AD_deCODE_2025"	"not_applicable_to_published_beta"	"not_reported"
"PMID40452368_UKB-PPP_GRN"	"GRN"	"GRN"	"not_reported"	"GRN"	"not_reported"	"UKB-PPP Olink"	"assay_specific_target"	"AD"	"AD"	"AD GWAS"	"Yu K"	"2025"	"Journal of Alzheimer's Disease"	"40452368"	"10.1177/13872877251344572"	"peer_reviewed"	"UKB-PPP"	"not_reported"	"European"	"mixed_or_not_explicitly_cis_only"	"not_reported"	"not_reported"	"study-reported MR"	"-0.2580753749171049"	"not_reported"	"0.772537"	"0.72"	"0.83"	"2.19e-12"	"study Bonferroni threshold"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"published AD GWAS"	"partially_overlapping_or_related"	"false"	"Tier2"	"FALSE"	"platform_mapping_required"	"literature_source_universe_tier2"	"published_cross_platform_beta_not_same_assay_primary_analysis_beta;highest_tier_requires_colocalization_or_replication_review"	"false"	"false"	"not_reported"	"false"	"full_text_and_source_table_verified"	"Study-Bonferroni-significant protein-outcome association; same dataset reports GRN/CR1 colocalization support."	"PMID40452368_supp5.xlsx"	"Supplemental Table 3"	"25"	"published_beta"	"moderate"	"partially_overlapping"	"AD_UKB-PPP_2025"	"not_applicable_to_published_beta"	"not_reported"
"EVID_41350740_GRN_64c0932e49b1"	"GRN"	"GRN"	"not_reported"	"GRN"	"deCODE protein label requires cross-platform mapping"	"deCODE SomaScan"	"not_reported"	"AD"	"AD"	"European AD meta-analysis; AD GWAS 1"	"Liu X"	"2025"	"Alzheimer's research & therapy"	"41350740"	"10.1186/s13195-025-01901-9"	"peer_reviewed"	"deCODE"	"35559"	"European"	"cis_pQTL"	"cis-pQTL within +/-1 Mb; P<5e-8; MHC excluded; r2<0.001"	"reported in Table S3"	"Wald ratio"	"-0.233636364"	"0.051363636"	"0.791649636"	"0.715832491"	"0.875496928"	"5.4e-06"	"Benjamini-Hochberg FDR"	"true"	"Bayesian coloc within +/-1 Mb"	"0.24"	"reported in Table S24"	"0.007226559"	"IGAP; FinnGen; ARIC; INTERVAL as available"	"independent_external_replication_reported"	"higher_protein_lower_risk"	"AD GWAS 1 (398058 participants)"	"partially_overlaps_or_reuses_components_of_Wightman_2021"	"possible"	"Tier1"	"false"	"SomaScan assay mapping review required"	"primary_high_confidence_panel"	"NA"	"true"	"true"	"<external_resource_root>\UKB-PPP\syn51365303_European_discovery\GRN_P28799_OID21159_v1_Neurology.tar"	"true"	"full_text_and_source_table_verified"	"Source-paper tier was not copied automatically; raw FDR, colocalization and replication fields drive study-specific evidence tiering."	"data_raw\literature_fulltext\PMID41350740_PMC12681122\supplements\13195_2025_1901_MOESM1_ESM.xlsx"	"Table S6"	"9"	"published_beta"	"high"	"partially_overlapping"	"AD_deCODE_multiomics_2025"	"not_applicable_to_published_beta"	"none"
"PMID42384774_SeqId_4992_49"	"GRN"	"GRN"	"mapping_unresolved"	"GRN"	"SeqId_4992_49"	"SomaScan cis-PWAS"	"aptamer_specific_target"	"AD"	"AD"	"AD dementia GWAS"	"Walker KA"	"2026"	"Science Translational Medicine"	"42384774"	"10.1126/scitranslmed.adx4852"	"peer_reviewed"	"published plasma cis-pQTL prediction models"	"not_reported"	"European American"	"cis_prediction_model"	"not_reported"	"not_reported"	"proteome-wide association study"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"2.57e-08"	"study Bonferroni threshold"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"negative_PWAS_Z"	"published AD GWAS"	"likely_overlap"	"false"	"Tier2"	"FALSE"	"SomaScan_cross_platform_review_required"	"literature_source_universe_tier2"	"PWAS_Z_not_standardized_beta;same_assay_alpha_beta_not_available"	"false"	"false"	"not_available_for_same_SomaScan_assay"	"false"	"full_text_and_source_table_verified"	"Bonferroni-significant PWAS candidate; retained as external evidence and not interpreted as a de novo discovery in the present analysis."	"adx4852_tables_s1_to_s30.xlsx"	"ST 1. AD PWAS Results"	"18"	"published_PWAS_Z_not_beta"	"moderate"	"partially_overlapping"	"AD_plasma_cis_PWAS_2026"	"not_applicable_to_PWAS_Z"	"PWAS.Z=-5.5685; no beta/SE conversion performed."
"EVID_41350740_HAVCR2_ac7084bb1c86"	"TIMD3"	"HAVCR2"	"not_reported"	"TIMD3"	"deCODE protein label requires cross-platform mapping"	"deCODE SomaScan"	"not_reported"	"AD"	"AD"	"European AD meta-analysis; AD GWAS 1"	"Liu X"	"2025"	"Alzheimer's research & therapy"	"41350740"	"10.1186/s13195-025-01901-9"	"peer_reviewed"	"deCODE"	"35559"	"European"	"cis_pQTL"	"cis-pQTL within +/-1 Mb; P<5e-8; MHC excluded; r2<0.001"	"reported in Table S3"	"Wald ratio"	"-0.094923077"	"0.020153846"	"0.909442889"	"0.874218779"	"0.946086252"	"2.48e-06"	"Benjamini-Hochberg FDR"	"true"	"Bayesian coloc within +/-1 Mb"	"0.874"	"reported in Table S24"	"0.7056435"	"IGAP; FinnGen; ARIC; INTERVAL as available"	"independent_external_replication_reported"	"higher_protein_lower_risk"	"AD GWAS 1 (398058 participants)"	"partially_overlaps_or_reuses_components_of_Wightman_2021"	"possible"	"Tier2"	"false"	"SomaScan assay mapping review required"	"literature_source_universe_tier2"	"mapping_not_high_confidence"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Source-paper tier was not copied automatically; raw FDR, colocalization and replication fields drive study-specific evidence tiering."	"data_raw\literature_fulltext\PMID41350740_PMC12681122\supplements\13195_2025_1901_MOESM1_ESM.xlsx"	"Table S6"	"8"	"published_beta"	"moderate"	"partially_overlapping"	"AD_deCODE_multiomics_2025"	"not_applicable_to_published_beta"	"none"
"EVID_40037332_HDGF_9484d7967896"	"HDGF"	"HDGF"	"P51858"	"HDGF"	"8953_47"	"SomaScan"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"SomaScan"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs11264535"	"Wald ratio using lead cis-pQTL"	"-0.393574297188755"	"0.115127175368139"	"0.6746411917708252"	"0.5383622808780433"	"0.8454172103061277"	"0.000629431079236244"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.529273028910268"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"1927"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_HDGF_1f80d7ed38b2"	"HDGF"	"HDGF"	"P51858"	"HDGF"	"OID21455"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs3806417"	"Wald ratio using lead cis-pQTL"	"0.0268683537899208"	"0.00750220268160128"	"1.0272325625880219"	"1.0122383193136402"	"1.0424489149518161"	"0.000341764032815096"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.485867096120641"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"44"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_IBSP_1bfded8c9ba4"	"IBSP"	"IBSP"	"P21815"	"IBSP"	"3415_61"	"SomaScan"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"SomaScan"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs2616262"	"Wald ratio using lead cis-pQTL"	"0.300847457627118"	"0.0858050847457627"	"1.3510032405787615"	"1.1418725374068135"	"1.5984356364322032"	"0.000454599915603847"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.411376192700203"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"1922"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_IDUA_712bff1a9627"	"IDUA"	"IDUA"	"P35475"	"IDUA"	"OID21468"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs3796622"	"Wald ratio using lead cis-pQTL"	"0.0749042991755006"	"0.0156434040047114"	"1.0777810014185003"	"1.0452365540654587"	"1.1113387515013358"	"1.6825430720434e-06"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.268515330790228"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"23"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_41630303_IFNLR1_79d2d8f0f6af"	"IFNLR1"	"IFNLR1"	"not_reported"	"IFNLR1"	"7192_37_IFNLR1_CRF2_12"	"deCODE SomaScan"	"assay_specific_target"	"AD"	"AD"	"FinnGen AD"	"Zhao YH"	"2026"	"Medicine"	"41630303"	"10.1097/md.0000000000045715"	"peer_reviewed"	"deCODE"	"35559"	"European"	"mixed_or_not_explicitly_cis_only"	"P<5e-8; LD clumped instruments"	"5 SNPs; IDs in Table S2"	"IVW"	"-0.233944704"	"0.075862011"	"0.791405576"	"0.682062321"	"0.918277945"	"0.00204362"	"study-reported FDR<0.05"	"true"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"FinnGen AD"	"different_outcome_GWAS_from_primary_analysis"	"false"	"Tier2"	"false"	"SomaScan assay review required"	"literature_source_universe_tier2"	"not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only."	"data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx"	"Table S3"	"18"	"published_beta"	"moderate"	"partially_overlapping"	"AD_deCODE_FinnGen_2026"	"not_applicable_to_published_beta"	"none"
